Session ID,Version,Turn ID,Student Input,System Reply,Audit - Score (1-5),Audit - Comments
sim_Baseline_P1_M-ELE-001_49fdf3,Baseline,1,老师，我不明白这个知识点。（Mocked response）,（Mocked Baseline response）我们在探讨这个概念。你能再多说说你的想法吗？,,
sim_Baseline_P1_M-ELE-001_49fdf3,Baseline,2,哦，原来是这样。（Mocked response）,（Mocked Baseline response）我们在探讨这个概念。你能再多说说你的想法吗？,,
sim_Baseline_P1_M-ELE-001_49fdf3,Baseline,3,哦，原来是这样。（Mocked response）,（Mocked Baseline response）我们在探讨这个概念。你能再多说说你的想法吗？,,
sim_Baseline_P1_M-ELE-001_49fdf3,Baseline,4,哦，原来是这样。（Mocked response）,（Mocked Baseline response）我们在探讨这个概念。你能再多说说你的想法吗？,,
sim_Baseline_P1_M-ELE-001_49fdf3,Baseline,5,哦，原来是这样。（Mocked response）,（Mocked Baseline response）我们在探讨这个概念。你能再多说说你的想法吗？,,
sim_Baseline_P1_M-ELE-001_49fdf3,Baseline,6,哦，原来是这样。（Mocked response）,（Mocked Baseline response）我们在探讨这个概念。你能再多说说你的想法吗？,,
sim_Baseline_P1_M-ELE-001_49fdf3,Baseline,7,哦，原来是这样。（Mocked response）,（Mocked Baseline response）我们在探讨这个概念。你能再多说说你的想法吗？,,
sim_Baseline_P1_M-ELE-001_49fdf3,Baseline,8,哦，原来是这样。（Mocked response）,（Mocked Baseline response）我们在探讨这个概念。你能再多说说你的想法吗？,,
sim_Baseline_P1_M-ELE-001_49fdf3,Baseline,9,哦，原来是这样。（Mocked response）,你刚才的表述已经很接近了。请你用自己的话把关键机制讲完整：电流在电路里为什么不会被灯泡“用掉变少”？你可以从“电荷数量”和“能量变化”分别说一句。,,
sim_Baseline_P1_M-ELE-001_49fdf3,Baseline,10,哦，原来是这样。（Mocked response）,你刚才的表述已经很接近了。请你用自己的话把关键机制讲完整：电流在电路里为什么不会被灯泡“用掉变少”？你可以从“电荷数量”和“能量变化”分别说一句。,,
sim_Baseline_P1_M-ELE-001_49fdf3,Baseline,11,哦，原来是这样。（Mocked response）,你刚才的表述已经很接近了。请你用自己的话把关键机制讲完整：电流在电路里为什么不会被灯泡“用掉变少”？你可以从“电荷数量”和“能量变化”分别说一句。,,
sim_Baseline_P1_M-ELE-001_49fdf3,Baseline,12,哦，原来是这样。（Mocked response）,你刚才的表述已经很接近了。请你用自己的话把关键机制讲完整：电流在电路里为什么不会被灯泡“用掉变少”？你可以从“电荷数量”和“能量变化”分别说一句。,,
sim_Baseline_P1_M-ELE-001_49fdf3,Baseline,13,哦，原来是这样。（Mocked response）,你刚才的表述已经很接近了。请你用自己的话把关键机制讲完整：电流在电路里为什么不会被灯泡“用掉变少”？你可以从“电荷数量”和“能量变化”分别说一句。,,
